黑龙江省北大荒建三江知青基金会,,47.25651,132.63704,黑龙江省佳木斯市富锦市胜利大街,230882,中国,黑龙江省,佳木斯市,富锦市,胜利大街
新沂市慈善基金会,,34.34853,118.34795,江苏省徐州市新沂市北京路,320381,中国,江苏省,徐州市,新沂市,北京路
中国儿童少年基金会社区儿童德育中心(青海湖路),,33.94856,118.27219,江苏省宿迁市宿城区人民大道,321302,中国,江苏省,宿迁市,宿城区,人民大道
泗阳林中凤凰教育基金会,,33.71712,118.70523,江苏省宿迁市泗阳县长春东路,321323,中国,江苏省,宿迁市,泗阳县,长春东路
泉州市残疾人福利基金会,,24.89756,118.61192,福建省泉州市丰泽区祥远路,350503,中国,福建省,泉州市,丰泽区,祥远路
福建省黄仲咸教育基金会,溪美街2号,24.96019,118.38802,福建省泉州市南安市溪美街2号,350583,中国,福建省,泉州市,南安市,溪美街
泉州市教育基金会,丰泽街93号,24.90023,118.61596,福建省泉州市丰泽区丰泽街93号,350503,中国,福建省,泉州市,丰泽区,丰泽街
南安市芙蓉基金会理事会,,25.11405,118.46661,福建省泉州市南安市307省道,350583,中国,福建省,泉州市,南安市,307省道
惠安县医院黄润苍医学基金会,,25.03378,118.79771,福建省泉州市惠安县惠兴街,350521,中国,福建省,泉州市,惠安县,惠兴街
惠安县医院陈文枝医学基金会,,25.03378,118.79771,福建省泉州市惠安县惠兴街,350521,中国,福建省,泉州市,惠安县,惠兴街
临江街道万龙人口福利基金会,万寿路14号,24.89137,118.58781,福建省泉州市鲤城区江滨北路万寿路14号,350502,中国,福建省,泉州市,鲤城区,江滨北路
贤銮福利基金会,温陵北路235号,24.90476,118.59892,福建省泉州市鲤城区温陵北路235号,350502,中国,福建省,泉州市,鲤城区,温陵北路
庄启明基金会,,24.92463,118.59096,福建省泉州市鲤城区泉山路,350502,中国,福建省,泉州市,鲤城区,泉山路
湖中安安老人福利基金会,陈泉路182-186号,24.82452,118.59727,福建省泉州市晋江市鞋都路陈泉路182-186号,350582,中国,福建省,泉州市,晋江市,鞋都路
晋江市青阳街道阳光社区老年协会福利基金会,,24.81218,118.58457,福建省泉州市晋江市玉堂街,350582,中国,福建省,泉州市,晋江市,玉堂街
罗裳社区慈善基金会,,24.7851,118.5633,福建省泉州市晋江市拥军路,350582,中国,福建省,泉州市,晋江市,拥军路
朱幼娟教育基金会,,24.86418,118.52727,福建省泉州市晋江市凤池路,350582,中国,福建省,泉州市,晋江市,凤池路
西滨后田前厚山福利事业基金会,,24.80361,118.60906,福建省泉州市晋江市鞋都路,350582,中国,福建省,泉州市,晋江市,鞋都路
石井鳌山慈善基金会,,24.62595,118.43101,福建省泉州市南安市成功南路,350583,中国,福建省,泉州市,南安市,成功南路
蚶江前埯福利基金会,,24.79279,118.68999,福建省泉州市石狮市蚶江新大街,350581,中国,福建省,泉州市,石狮市,蚶江新大街
永宁施红桔董伦华慈善基金会,新车路8号,24.68205,118.69719,福建省泉州市石狮市新车路8号,350581,中国,福建省,泉州市,石狮市,新车路
中国扶贫基金会承德县农户自立服务社,,40.7683,118.16997,河北省承德市承德县珠源北路,130821,中国,河北省,承德市,承德县,珠源北路
天津市滨海社会救助基金会,,39.01974,117.65653,天津市滨海新区山东路,120116,中国,天津市,天津市,滨海新区,山东路
塘沽残疾人社会福利基金会,京山道445号,39.02491,117.65733,天津市滨海新区京山道445号,120116,中国,天津市,天津市,滨海新区,京山道
天津市滨海助残公益基金会,京山道445号,39.02491,117.65733,天津市滨海新区京山道445号,120116,中国,天津市,天津市,滨海新区,京山道
朱台槐务村爱心基金会办公中心,,36.95499,118.19245,山东省淄博市临淄区,370305,中国,山东省,淄博市,临淄区,
淄博市见义勇为基金会,人民西路55-3号,36.81389,118.03126,山东省淄博市张店区人民西路55-3号,370303,中国,山东省,淄博市,张店区,人民西路
兰陵慈善总会百姓医院慈善基金会,,34.85245,118.04946,山东省临沂市兰陵县中兴路,371324,中国,山东省,临沂市,兰陵县,中兴路
集美财经校友奖教助学基金会,银江路49号,24.57017,118.1002,福建省厦门市集美区集岑路银江路49号,350211,中国,福建省,厦门市,集美区,集岑路
厦门市集美社公业基金会,石鼓路8号,24.56919,118.09859,福建省厦门市集美区石鼓路8号,350211,中国,福建省,厦门市,集美区,石鼓路
集友陈嘉庚教育基金会,石鼓路8号,24.56903,118.09856,福建省厦门市集美区石鼓路8号,350211,中国,福建省,厦门市,集美区,石鼓路
胡金定教育基金会,董任西路6号,24.57754,118.03508,福建省厦门市集美区中宛路董任西路6号,350211,中国,福建省,厦门市,集美区,中宛路
厦门观音寺慈善基金会,,24.50342,118.12265,福建省厦门市湖里区嘉禾路,350206,中国,福建省,厦门市,湖里区,嘉禾路
漳州市见义勇为基金会,胜利东路42号,24.51379,117.67604,福建省漳州市龙文区建业路胜利东路42号,350603,中国,福建省,漳州市,龙文区,建业路
厦门残疾人福利基金会,仙岳路470、472、474、476、478号,24.49557,118.11982,福建省厦门市思明区仙岳路470、472、474、476、478号,350203,中国,福建省,厦门市,思明区,仙岳路
厦门侯卿教育福利基金会,,24.49859,118.15821,福建省厦门市湖里区仙岳路,350206,中国,福建省,厦门市,湖里区,仙岳路
福建省黄仲咸教育基金会,,24.49004,118.13031,福建省厦门市思明区吕岭路,350203,中国,福建省,厦门市,思明区,吕岭路
厦门市教育基金会,湖滨南路20号,24.46639,118.08379,福建省厦门市思明区湖滨南路20号,350203,中国,福建省,厦门市,思明区,湖滨南路
福建省同心慈善基金会,,24.48581,118.18059,福建省厦门市思明区观日路,350203,中国,福建省,厦门市,思明区,观日路
厦门仁爱医疗基金会,,24.47402,118.19189,福建省厦门市思明区环岛东路,350203,中国,福建省,厦门市,思明区,环岛东路
山财福建基金会,,24.46245,118.18252,福建省厦门市思明区会展南三路,350203,中国,福建省,厦门市,思明区,会展南三路
中国文物保护基金会社会文物保护专项基金管理委员会厦门工作站,,24.48406,118.09817,福建省厦门市思明区体育路,350203,中国,福建省,厦门市,思明区,体育路
中国拥军优属基金会军地工学管理委员会厦门办事处,,24.44299,118.08995,福建省厦门市思明区永福宫巷,350203,中国,福建省,厦门市,思明区,永福宫巷
漳州市芗城区慈善总会道教协会慈善基金会,丹霞路139号,24.51829,117.6719,福建省漳州市龙文区丹霞路139号,350603,中国,福建省,漳州市,龙文区,丹霞路
南普陀寺慈善事业基金会,,24.44105,118.0959,福建省厦门市思明区思明南路,350203,中国,福建省,厦门市,思明区,思明南路
安平文教基金会驻厦办事处,,24.45479,118.08624,福建省厦门市思明区古城东路,350203,中国,福建省,厦门市,思明区,古城东路
荷风教育基金会,木浦路105号,24.52998,118.18659,福建省厦门市湖里区木浦路105号,350206,中国,福建省,厦门市,湖里区,木浦路
慈善基金会义诊院,,24.44105,118.0959,福建省厦门市思明区思明南路,350203,中国,福建省,厦门市,思明区,思明南路
华侨大学教育基金会城市建设与经济发展研究专项基金理事会秘书处,湖滨南路95号,24.47105,118.09261,福建省厦门市思明区白鹭洲路湖滨南路95号,350203,中国,福建省,厦门市,思明区,白鹭洲路
天津市残疾人福利基金会蓟县分会,西环北路28号,40.04921,117.40172,天津市蓟县迎宾大街西环北路28号,120225,中国,天津市,天津市,蓟县,迎宾大街
天津市青少年发展基金会,乐园道9号,39.09079,117.21829,天津市河西区乐园道9号,120103,中国,天津市,天津市,河西区,乐园道
天津市体育发展基金会,水上公园北道42号,39.0959,117.16741,天津市南开区水上公园北道42号,120104,中国,天津市,天津市,南开区,水上公园北道
天津市妇女儿童发展基金会,大沽北路200号,39.11888,117.21585,天津市和平区大沽北路200号,120101,中国,天津市,天津市,和平区,大沽北路
天津市老年基金会,岳阳道132号,39.10862,117.19315,天津市和平区岳阳道132号,120101,中国,天津市,天津市,和平区,岳阳道
天津市教育发展基金会,,39.11278,117.20853,天津市和平区大理道,120101,中国,天津市,天津市,和平区,大理道
天津市青少年发展基金会,,39.14017,117.18252,天津市南开区城厢中路,120104,中国,天津市,天津市,南开区,城厢中路
天津市残疾人福利基金会,,39.11372,117.20694,天津市和平区重庆道,120101,中国,天津市,天津市,和平区,重庆道
天津市张君秋艺术基金会,,39.10692,117.25485,天津市河东区津塘路,120102,中国,天津市,天津市,河东区,津塘路
天津市翔宇教育基金会,,39.06827,117.18148,天津市南开区凌庄子道,120104,中国,天津市,天津市,南开区,凌庄子道
天津市青年创业就业基金会(拉萨道),拉萨道16号,39.11561,117.18637,天津市和平区拉萨道16号,120101,中国,天津市,天津市,和平区,拉萨道
南开大学教育基金会,,39.10586,117.16241,天津市南开区南丰路,120104,中国,天津市,天津市,南开区,南丰路
天津市残疾人福利基金会捐赠站,,39.11371,117.20699,天津市和平区重庆道,120101,中国,天津市,天津市,和平区,重庆道
天津大学北洋教育发展基金会,卫津路92号,39.10892,117.17372,天津市南开区湖滨道卫津路92号,120104,中国,天津市,天津市,南开区,湖滨道
吴阶平医学基金会,红旗路145号,39.13071,117.15203,天津市南开区长江道红旗路145号,120104,中国,天津市,天津市,南开区,长江道
吉品堂助老之家中华爱心企业慈善基金会,,39.19434,117.1309,天津市北辰区中心西路,120113,中国,天津市,天津市,北辰区,中心西路
鹤童公益基金会,,39.08243,117.13802,天津市西青区雅士道,120111,中国,天津市,天津市,西青区,雅士道
音苑教育发展基金会,十一经路57号,39.12386,117.22933,天津市河东区十一经路57号,120102,中国,天津市,天津市,河东区,十一经路
华夏未来文化艺术基金会,,39.08337,117.18402,天津市河西区环湖西路,120103,中国,天津市,天津市,河西区,环湖西路
河北省孟村回族自治县民族教育金星奖基金会,,38.05291,117.10412,河北省沧州市孟村回族自治县民族大街,130930,中国,河北省,沧州市,孟村回族自治县,民族大街
郑路镇计划生育公益基金会,,37.27761,117.33682,山东省济南市商河县增源街,370126,中国,山东省,济南市,商河县,增源街
中国孔子基金会,二环东路2828号,36.6828,117.07373,山东省济南市历城区二环东路2828号,370112,中国,山东省,济南市,历城区,二环东路
山东省残疾人福利基金会,佛山街中段35号,36.65753,117.02659,山东省济南市历下区朝山街佛山街中段35号,370102,中国,山东省,济南市,历下区,朝山街
山东省爱国拥军基金会,二环东路3966号,36.67312,117.07416,山东省济南市历城区二环东路3966号,370112,中国,山东省,济南市,历城区,二环东路
山东省教育基金会,青年东路1号,36.65318,117.02456,山东省济南市历下区青年东路1号,370102,中国,山东省,济南市,历下区,青年东路
济南绿化基金会,千佛山西路36号,36.63352,117.02774,山东省济南市市中区千佛山西路36号,370103,中国,山东省,济南市,市中区,千佛山西路
明日之星教育基金会,,36.65469,117.13675,山东省济南市历下区龙奥北路,370102,中国,山东省,济南市,历下区,龙奥北路
中国孔子基金会传统文化教育分会,舜风路101号,36.67697,117.14792,山东省济南市历下区凤凰路舜风路101号,370102,中国,山东省,济南市,历下区,凤凰路
美国中联基金会山东联络处,千佛山东二路7号,36.64355,117.03776,山东省济南市历下区历山路千佛山东二路7号,370102,中国,山东省,济南市,历下区,历山路
中国社会福利基金会公益帮扶基金,北园大街338号,36.68456,117.03075,山东省济南市天桥区历黄路北园大街338号,370105,中国,山东省,济南市,天桥区,历黄路
泰安市见义勇为基金会,青年路101号,36.19317,117.12851,山东省泰安市泰山区青年路101号,370902,中国,山东省,泰安市,泰山区,青年路
山东墨子基金会,,35.08557,117.17252,山东省枣庄市滕州市塔寺路,370481,中国,山东省,枣庄市,滕州市,塔寺路
英华慈爱基金会,,35.10948,117.15479,山东省枣庄市滕州市新兴北路,370481,中国,山东省,枣庄市,滕州市,新兴北路
徐州市慈善基金会,,34.24373,117.18519,江苏省徐州市泉山区泰山路,320311,中国,江苏省,徐州市,泉山区,泰山路
徐州市泉山区见义勇为基金会,凤台路1号,34.23897,117.19231,江苏省徐州市泉山区凤台路1号,320311,中国,江苏省,徐州市,泉山区,凤台路
中国长寿工程基金会徐州联系处,苏堤北路3号,34.26518,117.16798,江苏省徐州市泉山区淮海西路苏堤北路3号,320311,中国,江苏省,徐州市,泉山区,淮海西路
梦圆企业家爱心助学基金会,,34.44298,117.4559,江苏省徐州市贾汪区前委路,320305,中国,江苏省,徐州市,贾汪区,前委路
蚌埠市政法委(见义勇为基金会),,32.91711,117.38852,安徽省蚌埠市蚌山区东海大道,340303,中国,安徽省,蚌埠市,蚌山区,东海大道
中国癌症研究基金会,治淮路889号,32.95401,117.37582,安徽省蚌埠市龙子湖区沿淮路治淮路889号,340302,中国,安徽省,蚌埠市,龙子湖区,沿淮路
陶行知教育基金会,,32.91825,117.38718,安徽省蚌埠市蚌山区曹凌路,340303,中国,安徽省,蚌埠市,蚌山区,曹凌路
安徽省青年创业就业基金会,长江中路419号,31.8592,117.2694,安徽省合肥市庐阳区长江中路419号,340103,中国,安徽省,合肥市,庐阳区,长江中路
安徽阳光爱心慈善基金会,,31.8679,117.23675,安徽省合肥市蜀山区高刘路,340104,中国,安徽省,合肥市,蜀山区,高刘路
中国艺术节基金会,阜南路40号,31.87194,117.28543,安徽省合肥市庐阳区阜阳路阜南路40号,340103,中国,安徽省,合肥市,庐阳区,阜阳路
安徽徽商慈善基金会,合作化北路111号,31.85811,117.25032,安徽省合肥市蜀山区淠河路合作化北路111号,340104,中国,安徽省,合肥市,蜀山区,淠河路
安徽省京剧艺术基金会,庐江路124号,31.85679,117.27753,安徽省合肥市庐阳区庐江路124号,340103,中国,安徽省,合肥市,庐阳区,庐江路
安徽省青少年发展基金会,长江中路419号,31.8592,117.2694,安徽省合肥市庐阳区长江中路419号,340103,中国,安徽省,合肥市,庐阳区,长江中路
合肥火炬青年创业基金会,天波路8号,31.85482,117.20543,安徽省合肥市蜀山区长江西路天波路8号,340104,中国,安徽省,合肥市,蜀山区,长江西路
安徽大学教育基金会(容成路),容成路86号,31.77699,117.18773,安徽省合肥市蜀山区容成路86号,340104,中国,安徽省,合肥市,蜀山区,容成路
安徽省艺术基金会,庐江路124号,31.8568,117.27728,安徽省合肥市庐阳区庐江路124号,340103,中国,安徽省,合肥市,庐阳区,庐江路
安徽大学教育基金会(龙河路),肥西路3号,31.8461,117.25405,安徽省合肥市蜀山区合作化南路肥西路3号,340104,中国,安徽省,合肥市,蜀山区,合作化南路
中国合肥STS国际交换教育基金会,长江中路367号,31.86013,117.27204,安徽省合肥市庐阳区长江中路367号,340103,中国,安徽省,合肥市,庐阳区,长江中路
中国科学技术大学教育基金会,金寨路96号,31.8383,117.27039,安徽省合肥市包河区宿松路金寨路96号,340111,中国,安徽省,合肥市,包河区,宿松路
中国社会福利基金会易乾康颐基金,,31.86226,117.29224,安徽省合肥市庐阳区长江中路,340103,中国,安徽省,合肥市,庐阳区,长江中路
中国长江平民教育基金会安徽联络处,金寨路209号,31.84558,117.27119,安徽省合肥市蜀山区绩溪路金寨路209号,340104,中国,安徽省,合肥市,蜀山区,绩溪路
安徽张治中文化教育基金会,上南路680号,31.83189,117.30278,安徽省合肥市包河区太湖路上南路680号,340111,中国,安徽省,合肥市,包河区,太湖路
中华社会文化发展基金会,濉溪路3号,31.87937,117.28798,安徽省合肥市庐阳区北一环路濉溪路3号,340103,中国,安徽省,合肥市,庐阳区,北一环路
安徽省体育事业发展基金会,芜湖路97号,31.85654,117.29807,安徽省合肥市包河区芜湖路97号,340111,中国,安徽省,合肥市,包河区,芜湖路
安徽张海银种业基金会,,31.82765,117.18319,安徽省合肥市蜀山区玉兰大道,340104,中国,安徽省,合肥市,蜀山区,玉兰大道
实践家文教慈善基金会,,31.89413,117.34282,安徽省合肥市瑶海区当涂北路,340102,中国,安徽省,合肥市,瑶海区,当涂北路
省残疾人福利基金会,徽州大道35号,31.86222,117.28533,安徽省合肥市庐阳区花园街徽州大道35号,340103,中国,安徽省,合肥市,庐阳区,花园街
莲邦安老基金会,香樟东路168号,31.80971,117.18942,安徽省合肥市肥西县杨林路香樟东路168号,340123,中国,安徽省,合肥市,肥西县,杨林路
实践家文教慈善基金会,梦园路8号,31.84243,117.19886,安徽省合肥市蜀山区梦园路8号,340104,中国,安徽省,合肥市,蜀山区,梦园路
美国国际学生交流基金会,宝塔路6号,31.79183,117.22125,安徽省合肥市蜀山区宝塔路6号,340104,中国,安徽省,合肥市,蜀山区,宝塔路
北京怀柔教育基金会,湖光南街2号,40.32423,116.62972,北京市怀柔区湖光南街2号,110116,中国,北京市,北京市,怀柔区,湖光南街
中国老龄事业发展基金会老龄产业发展委员会,立汤路30号,40.14822,116.41477,北京市昌平区立汤路30号,110114,中国,北京市,北京市,昌平区,立汤路
中华社会发展基金会梅花基金,,40.46208,116.46224,北京市怀柔区,110116,中国,北京市,北京市,怀柔区,
日本文化中心(日本国际交流基金会),建国门外大街甲6号,39.90762,116.45647,北京市朝阳区建国门外大街甲6号,110105,中国,北京市,北京市,朝阳区,建国门外大街
中国红十字基金会,干面胡同53号,39.91716,116.42131,北京市东城区干面胡同53号,110101,中国,北京市,北京市,东城区,干面胡同
中国互联网发展基金会,朝阳门内大街甲188号,39.92407,116.42331,北京市东城区朝阳门内大街甲188号,110101,中国,北京市,北京市,东城区,朝阳门内大街
北京光华慈善基金会,建国门内大街7号,39.90935,116.43008,北京市东城区建国门内大街7号,110101,中国,北京市,北京市,东城区,建国门内大街
北京苹果慈善基金会,百子湾路32号,39.89943,116.47035,北京市朝阳区百子湾南二路百子湾路32号,110105,中国,北京市,北京市,朝阳区,百子湾南二路
北京国际音乐节艺术基金会,日坛路6号,39.91008,116.44124,北京市朝阳区建国门外大街日坛路6号,110105,中国,北京市,北京市,朝阳区,建国门外大街
中国青少年发展基金会,望京西路51号,39.9925,116.45668,北京市朝阳区望京西路51号,110105,中国,北京市,北京市,朝阳区,望京西路
北京市慈善基金会,,39.86682,116.43864,北京市丰台区方庄路,110106,中国,北京市,北京市,丰台区,方庄路
中国妇女发展基金会,左安门内大街19号,39.8757,116.43853,北京市东城区左安门内大街19号,110101,中国,北京市,北京市,东城区,左安门内大街
北京联益慈善基金会,朝阳门北大街乙12号,39.9281,116.43592,北京市朝阳区朝阳门北大街乙12号,110105,中国,北京市,北京市,朝阳区,朝阳门北大街
中国佛教文化基金会,,39.98552,116.45776,北京市朝阳区望京西路,110105,中国,北京市,北京市,朝阳区,望京西路
中国医药卫生事业发展基金会,雅宝路12号,39.91388,116.43625,北京市朝阳区光华路雅宝路12号,110105,中国,北京市,北京市,朝阳区,光华路
中国电影基金会,,39.96894,116.4237,北京市朝阳区北三环东路辅路,110105,中国,北京市,北京市,朝阳区,北三环东路辅路
北京文化发展基金会(七棵树西街),驼房营南路2号院,39.9613,116.50849,北京市朝阳区将台路驼房营南路2号院,110105,中国,北京市,北京市,朝阳区,将台路
中国国际问题研究和学术交流基金会,台基厂头条3号,39.90605,116.41319,北京市东城区台基厂头条3号,110101,中国,北京市,北京市,东城区,台基厂头条
中国器官移植发展基金会,大佛寺东街6号,39.92995,116.40987,北京市东城区大佛寺东街6号,110101,中国,北京市,北京市,东城区,大佛寺东街
北京妇女儿童发展基金会,,39.88393,116.45986,北京市朝阳区劲松路,110105,中国,北京市,北京市,朝阳区,劲松路
北京文化艺术基金会,建华南路17号,39.90451,116.44311,北京市朝阳区建外二道街建华南路17号,110105,中国,北京市,北京市,朝阳区,建外二道街
北京尚善公益基金会,,39.96392,116.71159,北京市通州区美术馆路,110112,中国,北京市,北京市,通州区,美术馆路
北京当代艺术基金会,香河园路1号,39.95037,116.43683,北京市东城区左家庄西街香河园路1号,110101,中国,北京市,北京市,东城区,左家庄西街
北京科学教育发展基金会,,39.91408,116.49628,北京市朝阳区八里庄路,110105,中国,北京市,北京市,朝阳区,八里庄路
中国留学人才发展基金会,,39.90516,116.45062,北京市朝阳区永安里东街,110105,中国,北京市,北京市,朝阳区,永安里东街
北京高占祥文化艺术基金会,,39.99869,116.41402,北京市朝阳区北苑路,110105,中国,北京市,北京市,朝阳区,北苑路
中国治理荒漠化基金会,,39.96118,116.41946,北京市东城区和平里西街,110101,中国,北京市,北京市,东城区,和平里西街
北京化工大学教育基金会,,39.97285,116.4233,北京市朝阳区樱花园东街,110105,中国,北京市,北京市,朝阳区,樱花园东街
北京诚栋公益基金会,南街6号,39.93701,116.72856,北京市通州区政府路南街6号,110112,中国,北京市,北京市,通州区,政府路
中国绿化基金会,和平里东街18号,39.95577,116.42568,北京市东城区和平里东街18号,110101,中国,北京市,北京市,东城区,和平里东街
CCAA中国当代艺术奖基金会,,40.08873,116.51847,北京市顺义区日新路,110113,中国,北京市,北京市,顺义区,日新路
北京乐平公益基金会,,39.95134,116.43009,北京市朝阳区民旺南胡同,110105,中国,北京市,北京市,朝阳区,民旺南胡同
中国少年儿童文化艺术基金会,安立路60号院,40.00546,116.4094,北京市朝阳区安立路60号院,110105,中国,北京市,北京市,朝阳区,安立路
福建省商盟公益基金会,,39.79441,116.51077,北京市大兴区荣京东街,110115,中国,北京市,北京市,大兴区,荣京东街
北京阳光未来艺术教育基金会,安家楼路50号院,39.95538,116.47312,北京市朝阳区亮马桥东街安家楼路50号院,110105,中国,北京市,北京市,朝阳区,亮马桥东街
北京市紧急救援基金会,,39.94809,116.49989,北京市朝阳区星火西路,110105,中国,北京市,北京市,朝阳区,星火西路
北京常春助学慈善基金会,光华路4号,39.91331,116.47308,北京市朝阳区光华路4号,110105,中国,北京市,北京市,朝阳区,光华路
北京桂馨慈善基金会,建国门外大街乙8号,39.90612,116.45364,北京市朝阳区建国门外大街乙8号,110105,中国,北京市,北京市,朝阳区,建国门外大街
中国华侨经济文化基金会,北新桥三条甲1号,39.94349,116.42477,北京市东城区北新桥三条甲1号,110101,中国,北京市,北京市,东城区,北新桥三条
中国社会福利基金会(东大桥斜街),,39.92814,116.45242,北京市朝阳区东大桥斜街,110105,中国,北京市,北京市,朝阳区,东大桥斜街
北京市二十一世纪公益基金会,工体北路55号,39.93473,116.44797,北京市朝阳区幸福一村四巷工体北路55号,110105,中国,北京市,北京市,朝阳区,幸福一村四巷
中国拥军优属基金会,潞苑南大街90号,39.92765,116.67176,北京市通州区潞苑南街潞苑南大街90号,110112,中国,北京市,北京市,通州区,潞苑南街
中国癌症研究基金会,,39.87483,116.4473,北京市朝阳区潘家园路,110105,中国,北京市,北京市,朝阳区,潘家园路
中国文学艺术基金会,,39.98447,116.40918,北京市朝阳区安定路,110105,中国,北京市,北京市,朝阳区,安定路
联合国儿童基金会,三里屯酒吧街10号,39.94017,116.45601,北京市朝阳区三里屯路三里屯酒吧街10号,110105,中国,北京市,北京市,朝阳区,三里屯路
亚太交流与合作基金会,东方东路22号院,39.95118,116.4648,北京市朝阳区东方东路22号院,110105,中国,北京市,北京市,朝阳区,东方东路
美国福特基金会北京代表处,建国门外大街21号,39.91131,116.44033,北京市朝阳区秀水街建国门外大街21号,110105,中国,北京市,北京市,朝阳区,秀水街
北京市残疾人福利基金会文化艺术慈善基地,,39.83484,116.67703,北京市通州区638乡道,110112,中国,北京市,北京市,通州区,638乡道
中国少年儿童文化艺术基金会面包公益计划管委会,,39.94878,116.72327,北京市通州区徐宋路,110112,中国,北京市,北京市,通州区,徐宋路
西藏高山基金会驻京办事处,东三环南路17号,39.86935,116.46009,北京市朝阳区东三环南路辅路东三环南路17号,110105,中国,北京市,北京市,朝阳区,东三环南路辅路
梅里埃基金会(法国)北京办事处,建外大街乙24号,39.90688,116.439,北京市朝阳区建国门外大街建外大街乙24号,110105,中国,北京市,北京市,朝阳区,建国门外大街
德中科技交流基金会北京代表处,东直门南大街甲3号,39.93844,116.43203,北京市东城区仓夹道东直门南大街甲3号,110101,中国,北京市,北京市,东城区,仓夹道
中国老龄事业发展基金会爱心护理基金,,39.96093,116.45142,北京市朝阳区北三环东路辅路,110105,中国,北京市,北京市,朝阳区,北三环东路辅路
中国青少年发展基金会小天使行动基金,东三环中路20号,39.89478,116.46241,北京市朝阳区东柏街东三环中路20号,110105,中国,北京市,北京市,朝阳区,东柏街
澳门巴迪基金会北京代表处,酒仙桥北路2号,39.98647,116.49072,北京市朝阳区酒仙桥路酒仙桥北路2号,110105,中国,北京市,北京市,朝阳区,酒仙桥路
中国私募基金会有限公司,东三环南路58号院,39.88532,116.46225,北京市朝阳区南磨房路东三环南路58号院,110105,中国,北京市,北京市,朝阳区,南磨房路
中国医学基金会糖尿病基金管理委员会,,39.92719,116.48377,北京市朝阳区甜水园东街,110105,中国,北京市,北京市,朝阳区,甜水园东街
北京恩玖非营利组织发展研究中心,细管胡同13号,39.93776,116.41592,北京市东城区东四北大街细管胡同13号,110101,中国,北京市,北京市,东城区,东四北大街
北京国际和平文化基金会,,39.96148,116.4689,北京市朝阳区霄云路,110105,中国,北京市,北京市,朝阳区,霄云路
中国传媒大学基金会,,39.91086,116.55524,北京市朝阳区定福庄东街,110105,中国,北京市,北京市,朝阳区,定福庄东街
中国文学艺术基金会中国陶瓷艺术基金,,39.90498,116.53632,北京市朝阳区惠河南街,110105,中国,北京市,北京市,朝阳区,惠河南街
中国人口福利基金会慈爱基金,,39.90545,116.51928,北京市朝阳区惠河南街,110105,中国,北京市,北京市,朝阳区,惠河南街
中国老龄事业发展基金会银龄基金管理委员会,,39.92307,116.52558,北京市朝阳区朝阳北路,110105,中国,北京市,北京市,朝阳区,朝阳北路
联合国儿童基金会驻华办事处,三里屯酒吧街10号,39.94003,116.45567,北京市朝阳区三里屯路三里屯酒吧街10号,110105,中国,北京市,北京市,朝阳区,三里屯路
中国社会福利基金会农产品安全基金管理委员会,西环南路26号,39.76413,116.5383,北京市大兴区西环南路26号,110115,中国,北京市,北京市,大兴区,西环南路
歌华文化创意产业中心,青龙胡同1号,39.94853,116.42419,北京市东城区青龙胡同1号,110101,中国,北京市,北京市,东城区,青龙胡同
北京嘉捷恒信能源技术有限责任公司,西环南路26号,39.76579,116.53983,北京市大兴区永昌南路西环南路26号,110115,中国,北京市,北京市,大兴区,永昌南路
陈香梅公益基金会,崇文门西大街9号,39.90143,116.41274,北京市东城区崇文门西大街9号,110101,中国,北京市,北京市,东城区,崇文门西大街
美中基金会赛诺优士信息咨询服务有限公司,朝阳门北大街8号,39.93062,116.43607,北京市东城区东中街朝阳门北大街8号,110101,中国,北京市,北京市,东城区,东中街
中国老龄事业发展基金会老年维权基金管理委员会,,39.9504,116.41108,北京市东城区安定门东滨河路,110101,中国,北京市,北京市,东城区,安定门东滨河路
日本国际交流基金会北京事务所,建国门外大街甲6号,39.90751,116.45682,北京市朝阳区建国门外大街甲6号,110105,中国,北京市,北京市,朝阳区,建国门外大街
艺美基金会,,39.99696,116.50628,北京市朝阳区南皋路,110105,中国,北京市,北京市,朝阳区,南皋路
丹麦发展中国家工业化基金会,,39.95998,116.46042,北京市朝阳区霄云路,110105,中国,北京市,北京市,朝阳区,霄云路
中国红十字基金会5.12残疾青年培训基金,,39.8411,116.69502,北京市通州区京哈高速公路,110112,中国,北京市,北京市,通州区,京哈高速公路
国际中国环境基金会国际商务交流部,朝阳门外大街19号,39.92493,116.43885,北京市朝阳区朝阳门外大街19号,110105,中国,北京市,北京市,朝阳区,朝阳门外大街
基金会中心网,,39.93774,116.4162,北京市东城区东四北大街,110101,中国,北京市,北京市,东城区,东四北大街
北京协和医学院教育基金会,,39.91066,116.41571,北京市东城区东单三条,110101,中国,北京市,北京市,东城区,东单三条
华强财富(北京)国际投资有限公司中国人权发展基金会民族文化事业发展基金,建国路93号院,39.9114,116.47272,北京市朝阳区光华路建国路93号院,110105,中国,北京市,北京市,朝阳区,光华路
国家体育总局体育基金管理中心中华全国体育基金会,,39.85867,116.41634,北京市丰台区定安路,110106,中国,北京市,北京市,丰台区,定安路
北京中医药大学东方医院刘弼臣医学发展基金会,,39.86407,116.43127,北京市丰台区芳古路,110106,中国,北京市,北京市,丰台区,芳古路
中华社会文化发展基金会文化艺术交流中心(辛疃路),,39.9377,116.70201,北京市通州区京榆旧线,110112,中国,北京市,北京市,通州区,京榆旧线
